date,service_period,forecast_covers,actual_covers,forecast_sales,actual_sales,reservation_count,walk_in_ratio,delivery_order_volume,promo_flag,local_event_flag,weather_impact_score,is_holiday_x,is_weekend,is_holiday_y,holiday_name,is_holiday_eve,is_long_weekend,is_school_break,is_payday_window,season,tourism_pressure_score,forecast_required_headcount_total,required_headcount_total,forecast_required_role_garzon,forecast_required_role_host,forecast_required_role_cajero,forecast_required_role_cocinero_linea,forecast_required_role_ayudante_cocina,forecast_required_role_runner,forecast_required_role_copero,forecast_required_role_jefe_turno,required_role_garzon,required_role_host,required_role_cajero,required_role_cocinero_linea,required_role_ayudante_cocina,required_role_runner,required_role_copero,required_role_jefe_turno,scheduled_headcount_total,scheduled_overtime_hours,scheduled_avg_consecutive_work_days,scheduled_avg_demand_pressure,scheduled_delivery_orders_seen,scheduled_role_ayudante_cocina,scheduled_role_cajero,scheduled_role_cocinero_linea,scheduled_role_copero,scheduled_role_garzon,scheduled_role_host,scheduled_role_jefe_turno,scheduled_role_runner,actual_headcount_total,actual_overtime_hours,actual_avg_consecutive_work_days,actual_avg_demand_pressure,actual_delivery_orders_seen,actual_role_ayudante_cocina,actual_role_cajero,actual_role_cocinero_linea,actual_role_copero,actual_role_garzon,actual_role_host,actual_role_jefe_turno,actual_role_runner,avg_hr_mean_bpm,avg_hrv_rmssd_ms,avg_sleep_duration_hours,avg_sleep_efficiency_pct,avg_stress_score,avg_steps,avg_fatigue_proxy,avg_age,avg_bmi,avg_distance_to_work_km,cross_trained_available,absent_count_total,short_notice_absent_count,absentee_rate,short_notice_absentee_rate,deficit_count_total,has_deficit_total,deficit_role_garzon,has_deficit_role_garzon,deficit_role_cocinero_linea,has_deficit_role_cocinero_linea,deficit_role_jefe_turno,has_deficit_role_jefe_turno,day_of_week,is_friday,is_weekend_flag,is_peak_service,forecast_covers_lag1,forecast_covers_lag7,forecast_sales_lag1,forecast_sales_lag7,reservation_count_lag1,reservation_count_lag7,delivery_order_volume_lag1,delivery_order_volume_lag7,absentee_rate_lag1,absentee_rate_lag7,short_notice_absentee_rate_lag1,short_notice_absentee_rate_lag7,actual_headcount_total_lag1,actual_headcount_total_lag7,deficit_count_total_lag1,deficit_count_total_lag7
2025-07-05,13_15,101,92,1595700,1397350,43,0.6,17,False,False,-0.01,False,True,False,0,False,False,True,False,winter,0.65,24,24,8,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,24,0.0,3.0416666666666665,0.9824999999999999,17.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,22,0.0,3.0,0.9827272727272728,17.0,2.0,2.0,3.0,2.0,8.0,2.0,1.0,2.0,76.21666666666667,34.112500000000004,6.595833333333334,77.39166666666667,69.25416666666666,10727.458333333334,42.40833333333333,30.083333333333332,25.325,7.479166666666667,10,2.0,1.0,0.08333333333333333,0.041666666666666664,2,1,0.0,0,1.0,1,0.0,0,5,0,1,1,91.0,0.0,1510700.0,0.0,35.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0
2025-07-06,13_15,94,89,1458300,1439982,44,0.4,13,False,False,0.11,False,True,False,0,False,False,True,False,winter,0.65,24,23,8,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,24,0.4,3.2083333333333335,0.9525,13.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,23,0.4,3.3043478260869565,0.9769565217391304,13.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,76.44166666666666,33.40416666666667,6.704166666666667,76.57916666666667,66.71249999999999,10872.333333333334,42.07083333333333,30.958333333333332,25.375,8.445833333333335,9,1.0,0.0,0.041666666666666664,0.0,0,0,0.0,0,0.0,0,0.0,0,6,0,1,1,101.0,0.0,1595700.0,0.0,43.0,0.0,17.0,0.0,0.08333333333333333,0.0,0.041666666666666664,0.0,22.0,0.0,2.0,0.0
2025-07-07,13_15,85,83,1311500,1308718,33,0.61,11,True,False,0.17,False,False,False,0,False,False,True,False,winter,0.65,23,22,7,2,2,4,3,2,2,1,6,2,2,4,3,2,2,1,23,0.6,4.217391304347826,0.9269565217391305,11.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,23,0.6,4.217391304347826,0.9269565217391305,11.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,76.61739130434783,32.995652173913044,6.595652173913043,76.5304347826087,64.13913043478261,11278.95652173913,44.2,32.08695652173913,26.778260869565216,8.617391304347827,9,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,1,94.0,0.0,1458300.0,0.0,44.0,0.0,13.0,0.0,0.041666666666666664,0.0,0.0,0.0,23.0,0.0,0.0,0.0
2025-07-08,13_15,90,105,1458500,1681955,38,0.36,19,True,True,-0.01,False,False,False,0,False,False,True,False,winter,0.65,24,26,8,2,2,4,3,2,2,1,9,2,2,5,3,2,2,1,23,1.1,3.7916666666666665,0.9391666666666666,19.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,22,1.1,3.869565217391304,0.9147826086956521,19.0,3.0,2.0,4.0,1.0,8.0,2.0,1.0,2.0,77.08749999999999,33.0125,6.691666666666666,77.09583333333333,68.52916666666667,10932.833333333334,44.85,29.75,26.616666666666664,8.387500000000001,7,1.0,0.0,0.043478260869565216,0.0,4,1,1.0,1,1.0,1,0.0,0,1,0,0,1,85.0,92.0,1311500.0,1448900.0,33.0,34.0,11.0,15.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,1.0
2025-07-09,13_15,78,78,1335600,1338725,17,0.45,24,False,False,-0.17,False,False,False,0,False,False,True,False,winter,0.65,23,23,7,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,22,0.9,3.782608695652174,0.8565217391304347,24.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,21,0.9,3.5454545454545454,0.865909090909091,24.0,3.0,2.0,3.0,2.0,7.0,2.0,1.0,2.0,76.33478260869565,33.13478260869565,6.734782608695652,77.35652173913044,60.12173913043478,10844.478260869566,41.76086956521739,29.91304347826087,28.13478260869565,8.382608695652175,13,1.0,0.0,0.045454545454545456,0.0,2,1,0.0,0,1.0,1,0.0,0,2,0,0,1,90.0,84.0,1458500.0,1382800.0,38.0,33.0,19.0,20.0,0.043478260869565216,0.0,0.0,0.0,22.0,23.0,4.0,0.0
2025-07-10,13_15,75,85,1274000,1256665,32,0.3,22,False,False,-0.03,False,False,False,0,False,False,True,False,winter,0.65,22,23,6,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,21,0.0,4.5,0.8631818181818182,22.0,3.0,2.0,4.0,2.0,6.0,2.0,1.0,2.0,20,0.0,4.238095238095238,0.8647619047619047,22.0,2.0,2.0,4.0,2.0,6.0,2.0,1.0,2.0,76.74545454545455,33.29545454545455,6.622727272727272,76.64999999999999,62.91363636363636,11106.545454545454,45.38636363636363,30.90909090909091,27.504545454545454,7.659090909090909,9,1.0,0.0,0.047619047619047616,0.0,3,1,1.0,1,0.0,0,0.0,0,3,0,0,1,78.0,88.0,1335600.0,1430100.0,17.0,30.0,24.0,19.0,0.045454545454545456,0.0,0.0,0.0,21.0,24.0,2.0,2.0
2025-07-11,13_15,97,129,1567400,2005251,39,0.55,20,False,False,-0.03,False,False,False,0,False,False,True,False,winter,0.65,24,28,8,2,2,4,3,2,2,1,10,2,2,5,4,2,2,1,23,1.5,5.083333333333333,0.9658333333333333,20.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,22,1.5,4.826086956521739,0.9904347826086957,20.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,77.15833333333333,33.82083333333333,6.6000000000000005,77.3625,65.89583333333333,11696.958333333334,47.895833333333336,30.166666666666668,26.916666666666668,8.6,7,1.0,1.0,0.043478260869565216,0.043478260869565216,6,1,3.0,1,1.0,1,0.0,0,4,1,0,1,75.0,91.0,1274000.0,1510700.0,32.0,35.0,22.0,23.0,0.047619047619047616,0.0,0.0,0.0,20.0,24.0,3.0,1.0
2025-07-12,13_15,101,91,1548200,1294883,43,0.39,12,False,False,0.01,False,True,False,0,False,False,True,False,winter,0.65,24,24,8,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,24,3.1,5.0,0.9824999999999999,12.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,24,3.1,5.0,0.9824999999999999,12.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,77.0375,33.15833333333333,6.5375000000000005,76.45833333333333,70.86666666666666,11606.166666666666,50.44166666666666,30.625,26.03333333333333,8.283333333333333,10,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,5,0,1,1,97.0,101.0,1567400.0,1595700.0,39.0,43.0,20.0,17.0,0.043478260869565216,0.08333333333333333,0.043478260869565216,0.041666666666666664,22.0,22.0,6.0,2.0
2025-07-13,13_15,88,77,1420600,1339814,39,0.45,18,False,False,-0.05,False,True,False,0,False,False,True,False,winter,0.65,24,23,8,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,24,1.1,5.833333333333333,0.9199999999999999,18.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,22,1.1,5.181818181818182,0.9422727272727273,18.0,2.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,77.77916666666667,32.079166666666666,6.4875,74.95,74.14166666666667,11617.333333333334,55.474999999999994,29.833333333333332,26.3875,7.5125,12,2.0,2.0,0.08333333333333333,0.08333333333333333,1,1,0.0,0,0.0,0,0.0,0,6,0,1,1,101.0,94.0,1548200.0,1458300.0,43.0,44.0,12.0,13.0,0.0,0.041666666666666664,0.0,0.0,24.0,23.0,0.0,0.0
2025-07-14,13_15,84,104,1363800,1661309,45,0.31,18,False,False,0.06,False,False,False,0,False,False,True,True,winter,0.65,23,25,7,2,2,4,3,2,2,1,8,2,2,5,3,2,2,1,23,0.9,6.173913043478261,0.9169565217391304,18.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,22,0.9,5.818181818181818,0.9163636363636364,18.0,2.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,77.14782608695653,33.52173913043478,6.739130434782608,76.72173913043478,67.91739130434782,11163.0,53.84347826086957,28.52173913043478,25.61304347826087,9.773913043478261,10,1.0,1.0,0.043478260869565216,0.043478260869565216,3,1,1.0,1,1.0,1,0.0,0,0,0,0,1,88.0,85.0,1420600.0,1311500.0,39.0,33.0,18.0,11.0,0.08333333333333333,0.0,0.08333333333333333,0.0,22.0,23.0,1.0,0.0
2025-07-15,13_15,85,82,1397000,1423125,32,0.41,20,False,False,-0.02,False,False,False,0,True,False,True,True,winter,0.65,23,23,7,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,23,0.7,6.173913043478261,0.9269565217391305,20.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,20,0.0,5.25,0.901,20.0,1.0,1.0,4.0,2.0,7.0,2.0,1.0,2.0,77.98260869565217,33.356521739130436,6.686956521739131,76.44782608695652,65.9391304347826,11188.739130434782,53.073913043478264,29.391304347826086,26.995652173913044,7.439130434782609,12,3.0,2.0,0.13043478260869565,0.08695652173913043,3,1,0.0,0,0.0,0,0.0,0,1,0,0,1,84.0,90.0,1363800.0,1458500.0,45.0,38.0,18.0,19.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,22.0,22.0,3.0,4.0
2025-07-16,13_15,104,135,1647800,2083382,41,0.49,18,True,False,0.03,True,False,True,Virgen del Carmen,False,False,True,False,winter,0.85,26,30,9,2,2,5,3,2,2,1,11,2,2,6,4,2,2,1,26,0.5,5.730769230769231,0.9207692307692308,18.0,3.0,2.0,5.0,2.0,9.0,2.0,1.0,2.0,24,0.5,4.875,0.9329166666666667,18.0,2.0,2.0,5.0,2.0,8.0,2.0,1.0,2.0,78.01538461538462,32.642307692307696,6.634615384615385,75.3076923076923,72.16538461538461,10984.653846153846,54.43846153846154,30.5,26.403846153846153,9.107692307692307,8,2.0,2.0,0.07692307692307693,0.07692307692307693,6,1,3.0,1,1.0,1,0.0,0,2,0,0,1,85.0,78.0,1397000.0,1335600.0,32.0,17.0,20.0,24.0,0.13043478260869565,0.045454545454545456,0.08695652173913043,0.0,20.0,21.0,3.0,2.0
2025-07-17,13_15,76,94,1250200,1413302,28,0.62,18,False,False,0.03,False,False,False,0,False,False,True,False,winter,0.65,22,24,6,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,22,0.0,7.090909090909091,0.8736363636363635,18.0,3.0,2.0,4.0,2.0,6.0,2.0,1.0,2.0,19,0.0,6.421052631578948,0.9231578947368421,18.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,78.19545454545454,32.26363636363636,6.618181818181818,75.32272727272726,70.13636363636364,11333.0,58.2,30.454545454545453,26.50909090909091,8.763636363636364,9,3.0,2.0,0.13636363636363635,0.09090909090909091,5,1,4.0,1,0.0,0,0.0,0,3,0,0,1,104.0,75.0,1647800.0,1274000.0,41.0,32.0,18.0,22.0,0.07692307692307693,0.047619047619047616,0.07692307692307693,0.0,24.0,20.0,6.0,3.0
2025-07-18,13_15,90,88,1477500,1424537,30,0.42,21,False,False,-0.07,False,False,False,0,False,False,True,False,winter,0.65,23,23,7,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,23,0.0,6.217391304347826,0.9786956521739131,21.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,19,0.0,4.7368421052631575,1.0173684210526315,21.0,1.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,78.27826086956522,31.51304347826087,6.591304347826087,74.98695652173913,72.32173913043479,11384.130434782608,54.78260869565217,29.08695652173913,27.108695652173914,8.860869565217392,10,4.0,4.0,0.17391304347826086,0.17391304347826086,4,1,1.0,1,1.0,1,0.0,0,4,1,0,1,76.0,97.0,1250200.0,1567400.0,28.0,39.0,18.0,20.0,0.13636363636363635,0.043478260869565216,0.09090909090909091,0.043478260869565216,19.0,22.0,5.0,6.0
2025-07-19,13_15,109,120,1690300,1758736,36,0.44,15,False,True,-0.1,False,True,False,0,False,False,True,False,winter,0.65,26,27,9,2,2,5,3,2,2,1,10,2,2,5,3,2,2,1,26,0.9,5.384615384615385,0.9376923076923076,15.0,3.0,2.0,5.0,2.0,9.0,2.0,1.0,2.0,24,0.9,5.708333333333333,0.9550000000000001,15.0,3.0,2.0,3.0,2.0,9.0,2.0,1.0,2.0,78.6,32.13076923076923,6.607692307692308,74.41923076923078,71.5076923076923,10833.884615384615,51.8,29.153846153846153,26.023076923076925,7.4423076923076925,12,2.0,1.0,0.07692307692307693,0.038461538461538464,3,1,1.0,1,2.0,1,0.0,0,5,0,1,1,90.0,101.0,1477500.0,1548200.0,30.0,43.0,21.0,12.0,0.17391304347826086,0.0,0.17391304347826086,0.0,19.0,24.0,4.0,0.0
2025-07-20,13_15,86,80,1316200,1171623,31,0.2,10,False,False,0.05,False,True,False,0,False,False,True,False,winter,0.65,23,21,7,2,2,4,3,2,2,1,7,2,2,3,2,2,2,1,23,0.8,6.173913043478261,0.9378260869565217,10.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,20,0.8,5.55,0.986,10.0,3.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,78.04347826086956,31.59130434782609,6.6521739130434785,74.5695652173913,72.18260869565218,11165.08695652174,53.891304347826086,33.0,26.35217391304348,6.7,9,3.0,0.0,0.13043478260869565,0.0,1,1,1.0,1,1.0,1,0.0,0,6,0,1,1,109.0,88.0,1690300.0,1420600.0,36.0,39.0,15.0,18.0,0.07692307692307693,0.08333333333333333,0.038461538461538464,0.08333333333333333,24.0,22.0,3.0,1.0
2025-07-21,13_15,68,70,1174600,1226188,25,0.31,22,False,False,-0.12,False,False,False,0,False,False,False,False,winter,0.55,20,22,6,2,2,3,2,2,2,1,6,2,2,4,3,2,2,1,20,2.9000000000000004,6.35,0.868,22.0,2.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,18,2.9000000000000004,4.777777777777778,0.922222222222222,22.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,78.16499999999999,31.595,6.615,74.55499999999999,67.62,11200.6,50.555,31.0,27.135,7.555,9,2.0,0.0,0.1,0.0,4,1,2.0,1,1.0,1,0.0,0,0,0,0,1,86.0,84.0,1316200.0,1363800.0,31.0,45.0,10.0,18.0,0.13043478260869565,0.043478260869565216,0.0,0.043478260869565216,20.0,22.0,1.0,3.0
2025-07-22,13_15,76,95,1212200,1626145,26,0.24,14,False,False,-0.0,False,False,False,0,False,False,False,False,winter,0.55,20,23,6,2,2,3,2,2,2,1,7,2,2,4,3,2,2,1,20,0.0,6.1,0.9620000000000001,14.0,2.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,18,0.0,4.722222222222222,0.9750000000000001,14.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,77.05,32.78,6.725,76.58,68.55499999999999,10764.8,50.695,30.1,26.380000000000003,8.190000000000001,8,2.0,2.0,0.1,0.1,5,1,2.0,1,1.0,1,0.0,0,1,0,0,1,68.0,85.0,1174600.0,1397000.0,25.0,32.0,22.0,20.0,0.1,0.13043478260869565,0.0,0.08695652173913043,18.0,20.0,4.0,3.0
2025-07-23,13_15,74,88,1278800,1474886,29,0.31,24,False,False,-0.1,False,False,False,0,False,False,False,False,winter,0.55,22,23,6,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,22,0.9,5.5,0.8518181818181817,24.0,3.0,2.0,4.0,2.0,6.0,2.0,1.0,2.0,21,0.9,4.666666666666667,0.8533333333333333,24.0,2.0,2.0,4.0,2.0,6.0,2.0,1.0,2.0,77.02272727272727,33.404545454545456,6.627272727272728,76.74545454545455,65.46818181818182,10640.0,46.86818181818182,29.818181818181817,26.61818181818182,8.799999999999999,10,1.0,1.0,0.045454545454545456,0.045454545454545456,2,1,1.0,1,0.0,0,0.0,0,2,0,0,1,76.0,104.0,1212200.0,1647800.0,26.0,41.0,14.0,18.0,0.1,0.07692307692307693,0.1,0.07692307692307693,18.0,24.0,5.0,6.0
2025-07-24,13_15,91,95,1529700,1735944,28,0.56,25,False,False,-0.06,False,False,False,0,False,False,False,False,winter,0.55,24,24,8,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,23,1.5,6.666666666666667,0.9420833333333333,25.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,22,1.5,5.913043478260869,0.9178260869565217,25.0,3.0,2.0,4.0,2.0,8.0,1.0,1.0,2.0,77.10000000000001,32.608333333333334,6.583333333333333,76.45,68.95833333333333,11536.875,51.50833333333333,30.708333333333332,27.058333333333334,8.512500000000001,11,1.0,0.0,0.043478260869565216,0.0,2,1,0.0,0,0.0,0,0.0,0,3,0,0,1,74.0,76.0,1278800.0,1250200.0,29.0,28.0,24.0,18.0,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.09090909090909091,21.0,19.0,2.0,5.0
2025-07-25,13_15,87,89,1396900,1422558,28,0.43,17,True,False,0.03,False,False,False,0,False,False,False,False,winter,0.55,23,23,7,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,22,0.9,8.0,0.946086956521739,17.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,20,0.9,6.428571428571429,0.997142857142857,17.0,3.0,2.0,4.0,2.0,5.0,2.0,1.0,2.0,77.8391304347826,32.3,6.634782608695652,75.15217391304348,72.27826086956522,11489.130434782608,55.58695652173913,30.434782608695652,27.169565217391302,7.952173913043478,9,2.0,2.0,0.09090909090909091,0.09090909090909091,3,1,2.0,1,0.0,0,0.0,0,4,1,0,1,91.0,90.0,1529700.0,1477500.0,28.0,30.0,25.0,21.0,0.043478260869565216,0.17391304347826086,0.0,0.17391304347826086,22.0,19.0,2.0,4.0
2025-07-26,13_15,101,105,1624200,1775333,42,0.31,20,False,True,-0.02,False,True,False,0,False,False,False,False,winter,0.55,26,26,9,2,2,5,3,2,2,1,9,2,2,5,3,2,2,1,26,0.8,5.5,0.9053846153846153,20.0,3.0,2.0,5.0,2.0,9.0,2.0,1.0,2.0,25,0.8,5.32,0.8815999999999999,20.0,3.0,2.0,5.0,2.0,9.0,2.0,1.0,1.0,76.63461538461539,34.06923076923077,6.765384615384615,77.0576923076923,69.69615384615385,10829.038461538461,48.3,29.53846153846154,26.865384615384617,7.861538461538462,11,1.0,1.0,0.038461538461538464,0.038461538461538464,1,1,0.0,0,0.0,0,0.0,0,5,0,1,1,87.0,109.0,1396900.0,1690300.0,28.0,36.0,17.0,15.0,0.09090909090909091,0.07692307692307693,0.09090909090909091,0.038461538461538464,20.0,24.0,3.0,3.0
2025-07-27,13_15,91,100,1368200,1187555,37,0.45,8,False,False,0.07,False,True,False,0,False,False,False,False,winter,0.55,23,24,7,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,23,0.9,6.217391304347826,0.9817391304347826,8.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,23,0.9,6.217391304347826,0.9817391304347826,8.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,78.05217391304348,32.29565217391304,6.673913043478261,74.9608695652174,73.15217391304348,11527.608695652174,51.33043478260869,30.130434782608695,25.404347826086955,7.747826086956521,10,0.0,0.0,0.0,0.0,1,1,1.0,1,0.0,0,0.0,0,6,0,1,1,101.0,86.0,1624200.0,1316200.0,42.0,31.0,20.0,10.0,0.038461538461538464,0.13043478260869565,0.038461538461538464,0.0,25.0,20.0,1.0,1.0
2025-07-28,13_15,64,70,1098800,1227691,29,0.47,20,False,False,0.01,False,False,False,0,False,False,False,False,winter,0.55,20,20,6,2,2,3,2,2,2,1,6,2,2,3,2,2,2,1,20,0.9,4.75,0.8245000000000001,20.0,2.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,20,0.9,4.75,0.8245000000000001,20.0,2.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,76.765,33.92,6.755,76.505,61.410000000000004,10708.9,43.78,31.0,26.860000000000003,7.6049999999999995,7,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,1,91.0,68.0,1368200.0,1174600.0,37.0,25.0,8.0,22.0,0.0,0.1,0.0,0.0,23.0,18.0,1.0,4.0
2025-07-29,13_15,71,77,1217200,1329734,26,0.43,22,False,False,-0.11,False,False,False,0,False,False,False,True,winter,0.55,22,23,6,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,21,1.8,6.5,0.8186363636363635,22.0,3.0,2.0,4.0,2.0,6.0,2.0,1.0,2.0,20,1.8,5.428571428571429,0.82,22.0,2.0,2.0,4.0,2.0,6.0,2.0,1.0,2.0,77.3,33.39545454545455,6.668181818181818,76.11363636363636,67.25,11074.772727272728,49.78636363636363,28.40909090909091,27.763636363636362,9.049999999999999,10,1.0,1.0,0.047619047619047616,0.047619047619047616,3,1,1.0,1,0.0,0,0.0,0,1,0,0,1,64.0,76.0,1098800.0,1212200.0,29.0,26.0,20.0,14.0,0.0,0.1,0.0,0.1,20.0,18.0,0.0,5.0
2025-07-30,13_15,98,104,1610100,1738633,24,0.43,23,False,False,-0.05,False,False,False,0,False,False,False,True,winter,0.55,25,25,8,2,2,5,3,2,2,1,8,2,2,5,3,2,2,1,24,0.9,7.0,0.932,23.0,3.0,2.0,5.0,2.0,8.0,2.0,1.0,2.0,23,0.9,6.041666666666667,0.9083333333333333,23.0,3.0,2.0,5.0,2.0,8.0,1.0,1.0,2.0,76.99600000000001,33.184,6.688,76.368,70.968,11235.44,52.24,29.52,26.048000000000002,8.888,13,1.0,0.0,0.041666666666666664,0.0,2,1,0.0,0,0.0,0,0.0,0,2,0,0,1,71.0,74.0,1217200.0,1278800.0,26.0,29.0,22.0,24.0,0.047619047619047616,0.045454545454545456,0.047619047619047616,0.045454545454545456,20.0,21.0,3.0,2.0
2025-07-31,13_15,69,79,1179300,1339740,24,0.49,21,False,False,-0.15,False,False,False,0,False,False,False,False,winter,0.55,20,23,6,2,2,3,2,2,2,1,7,2,2,4,3,2,2,1,20,1.3,7.0,0.8795,21.0,2.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,18,1.3,5.5,0.8705555555555555,21.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,77.53,33.225,6.7299999999999995,76.635,65.865,11356.95,50.214999999999996,29.35,27.044999999999998,9.45,9,2.0,0.0,0.1,0.0,5,1,1.0,1,2.0,1,0.0,0,3,0,0,1,98.0,91.0,1610100.0,1529700.0,24.0,28.0,23.0,25.0,0.041666666666666664,0.043478260869565216,0.0,0.0,23.0,22.0,2.0,2.0
2025-08-01,13_15,103,113,1700100,1826119,38,0.4,25,True,True,-0.09,False,False,False,0,False,False,False,True,winter,0.35,26,28,9,2,2,5,3,2,2,1,10,2,2,5,4,2,2,1,26,0.0,6.3076923076923075,0.9149999999999999,25.0,3.0,2.0,5.0,2.0,9.0,2.0,1.0,2.0,25,0.0,6.0,0.9059999999999999,25.0,2.0,2.0,5.0,2.0,9.0,2.0,1.0,2.0,77.09615384615384,34.04615384615385,6.707692307692308,76.51923076923077,64.35,11276.423076923076,47.80384615384616,29.53846153846154,26.053846153846152,9.623076923076923,12,1.0,1.0,0.038461538461538464,0.038461538461538464,3,1,1.0,1,0.0,0,0.0,0,4,1,0,1,69.0,87.0,1179300.0,1396900.0,24.0,28.0,21.0,17.0,0.1,0.09090909090909091,0.0,0.09090909090909091,18.0,20.0,5.0,3.0
2025-08-02,13_15,82,71,1363900,1154406,32,0.28,21,False,False,-0.23,False,True,False,0,False,False,False,True,winter,0.35,23,23,7,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,23,0.8,7.956521739130435,0.8973913043478261,21.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,17,0.8,3.823529411764706,0.8729411764705883,21.0,2.0,0.0,4.0,2.0,5.0,1.0,1.0,2.0,78.74782608695652,32.1,6.560869565217391,74.8,73.58260869565218,10999.91304347826,55.76521739130435,31.17391304347826,26.969565217391303,8.482608695652173,9,6.0,4.0,0.2608695652173913,0.17391304347826086,6,1,2.0,1,0.0,0,0.0,0,5,0,1,1,103.0,101.0,1700100.0,1624200.0,38.0,42.0,25.0,20.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,25.0,25.0,3.0,1.0
2025-08-03,13_15,97,95,1567400,1437954,35,0.62,20,False,True,0.12,False,True,False,0,False,False,False,False,winter,0.35,25,25,9,2,2,4,3,2,2,1,9,2,2,4,3,2,2,1,25,0.8999999999999999,7.0,0.9288,20.0,3.0,2.0,4.0,2.0,9.0,2.0,1.0,2.0,20,0.6,3.75,0.8625,20.0,1.0,2.0,3.0,2.0,9.0,1.0,1.0,1.0,77.676,33.436,6.696000000000001,75.22800000000001,69.744,11478.32,51.768,29.84,25.568,8.556000000000001,11,5.0,5.0,0.2,0.2,5,1,0.0,0,1.0,1,0.0,0,6,0,1,1,82.0,91.0,1363900.0,1368200.0,32.0,37.0,21.0,8.0,0.2608695652173913,0.0,0.17391304347826086,0.0,17.0,23.0,6.0,1.0
